jurisdiction,vertical,regulator,statute_citation,admin_code_citation,admin_code_title,admin_code_url,verification_status,retrieval_date,source_urls,notes
California,Horse/parimutuel racing,California Horse Racing Board,Cal. Bus. & Prof. Code § 19400 et seq.,4 CCR Div. 4,"California Code of Regulations, Title 4 (Business Regulations), Division 4 — California Horse Racing Board",https://www.chrb.ca.gov/rule_law/RuleBook/2025_Rulebook_April.pdf,verified,2026-05-23,https://www.chrb.ca.gov/rule_law/RuleBook/2025_Rulebook_April.pdf,"Horse racing admin rules are CCR Title 4, Division 4 (California Horse Racing Board). The CHRB publishes its own official rulebook titled ""California Code of Regulations ... Title 4, Division 4"" on chrb.ca.gov (verified HTTP 200, application/pdf). Authority Bus. & Prof. Code § 19400 et seq. Official CCR is also published via OAL/Westlaw."
California,Charitable gaming,Local jurisdictions; CA Attorney General (registry),Cal. Bus. & Prof. Code § 19985 et seq.; Cal. Penal Code § 326.5,11 CCR §§ 410-426,"California Code of Regulations, Title 11, Division 1, Chapter 4.6 (§§ 410-426) — Nonprofit Raffle Program Regulations (Dept. of Justice/Attorney General)",https://oag.ca.gov/charities/raffles,verified,2026-05-23,https://oag.ca.gov/charities/raffles,"Charitable bingo (Penal Code § 326.5) is regulated locally by cities/counties with no statewide admin code. The state-level admin rules are the AG's Nonprofit Raffle Program Regulations at CCR Title 11, Div. 1, Ch. 4.6, §§ 410-426 (adopted under Penal Code § 320.5), administered by the AG Registry of Charities and Fundraisers. Official AG oag.ca.gov page verified HTTP 200 and cites ""Title 11, Division 1, Chapter 4.6, sections 410-426."""
California,Sports betting,N/A,NOT FOUND - needs human review,,,,N/A - not authorized,2026-05-23,,Flagged [N/A]: sports betting is not authorized in California (statute layer already NOT FOUND). No regulator and no administrative-rules layer to capture.
California,DFS / fantasy sports,N/A,NOT FOUND - needs human review,,,,N/A - not authorized,2026-05-23,,Flagged [N/A]: DFS/fantasy sports has no authorizing statute or designated regulator in California (statute layer already NOT FOUND). No administrative-rules layer to capture.
Colorado,Lottery,Colorado Lottery (Dept. of Revenue),Colo. Rev. Stat. § 44-40-101 et seq.,1 CCR 206-1,"Code of Colorado Regulations, 1 CCR 206-1 — Department of Revenue, Lottery Commission: Lottery Rules and Regulations",https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=6573&fileName=1+CCR+206-1,verified,2026-05-23,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=6573&fileName=1+CCR+206-1,"Lottery admin rules are 1 CCR 206-1 (Dept. of Revenue, Lottery Commission) in the official Code of Colorado Regulations published by the CO Secretary of State. Downloaded official PDF (HTTP 200, 212-page PDF) with bookmarks ""DEPARTMENT OF REVENUE,"" ""RULE 5 LOTTERY SCRATCH GAMES,"" ""RULE 14 MULTISTATE JACKPOT GAME LOTTERY GAMES"" — confirmed real lottery regulation content."
Colorado,Commercial casino,Colorado Limited Gaming Control Commission,Colo. Rev. Stat. § 44-30-101 et seq.,1 CCR 207-1,"Code of Colorado Regulations, 1 CCR 207-1 — Department of Revenue, Division of Gaming (Limited Gaming Control Commission): Gaming Regulations",https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=5793&fileName=1+CCR+207-1,verified,2026-05-23,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=5793&fileName=1+CCR+207-1,Limited gaming (Black Hawk/Central City/Cripple Creek casinos) admin rules are 1 CCR 207-1 (Limited Gaming Control Commission) in the official Code of Colorado Regulations (CO Secretary of State CCR portal). Official rule PDF verified HTTP 200 (application/pdf).
Colorado,Horse/parimutuel racing,Colorado Racing Commission,Colo. Rev. Stat. § 44-32-101 et seq.,1 CCR 208-1,"Code of Colorado Regulations, 1 CCR 208-1 — Department of Revenue, Colorado Racing Commission: Racing",https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=5912&fileName=1+CCR+208-1,verified,2026-05-23,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=5912&fileName=1+CCR+208-1,"Racing admin rules are 1 CCR 208-1 (Colorado Racing Commission, Dept. of Revenue) in the official Code of Colorado Regulations (CO Secretary of State CCR portal). Official rule PDF verified HTTP 200 (application/pdf)."
Colorado,Sports betting,Colorado Limited Gaming Control Commission,Colo. Rev. Stat. § 44-30-1501 et seq.,1 CCR 207-2,"Code of Colorado Regulations, 1 CCR 207-2 — Department of Revenue, Division of Gaming: Sports Betting Regulations",https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=8934,verified,2026-05-23,https://www.sos.state.co.us/CCR/GenerateRulePdf.do?ruleVersionId=8934,"Sports betting admin rules are 1 CCR 207-2 (Division of Gaming, under the Limited Gaming Control Commission) in the official Code of Colorado Regulations (CO Secretary of State CCR portal). Official rule PDF verified HTTP 200 (application/pdf)."
Colorado,Charitable gaming,Colorado Secretary of State - Bingo-Raffles Program,Colo. Rev. Stat. § 24-21-601 et seq.,8 CCR 1505-2,"Code of Colorado Regulations, 8 CCR 1505-2 — Department of State, Secretary of State: Bingo and Raffle Games",https://www.sos.state.co.us/pubs/rule_making/CurrentRules/8CCR1505-2Bingo.pdf,verified,2026-05-23,https://www.sos.state.co.us/pubs/rule_making/CurrentRules/8CCR1505-2Bingo.pdf,"Charitable bingo-raffle admin rules are 8 CCR 1505-2 (Secretary of State), authority Colo. Const. art. XVIII § 2 and the Bingo and Raffles Law. Official SOS-published current-rules PDF verified HTTP 200 (application/pdf). Also available via the SOS CCR portal GenerateRulePdf endpoint."
Colorado,DFS / fantasy sports,Colorado Division of Professions and Occupations,Colo. Rev. Stat. § 12-110-101 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://dpo.colorado.gov/FantasyContests/Laws;https://leg.colorado.gov/bills/hb20-1286,"The named regulator's admin rules (4 CCR 751-1, DORA Division of Professions and Occupations, under C.R.S. § 12-110-101 et seq.) were REPEALED effective 10/30/2020. Pursuant to HB20-1286 (Sunset), fantasy-contest regulation transferred to the Division of Gaming (Dept. of Revenue) on 9/1/2020. There is currently no active admin code under the assigned DPO regulator; current fantasy-contest rules are administered by the Division of Gaming. Flagged for human review because the named-regulator citation is repealed."
Connecticut,Lottery,Connecticut Lottery Corporation,Conn. Gen. Stat. § 12-800 et seq.,RCSA §§ 12-568a-1 et seq.,"Regulations of Connecticut State Agencies, §§ 12-568a-1 et seq. — Dept. of Consumer Protection: Operation of the Lottery",https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-568a_HTML/,verified,2026-05-23,https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-568a_HTML/,"Lottery operations are regulated by DCP under RCSA Subtitle 12-568a (Operation of Lottery), in the official Regulations of Connecticut State Agencies on eregulations.ct.gov (maintained by the CT Secretary of the State). Browse page verified HTTP 200, official CT government content. The CT Lottery Corporation operates the lottery under Ch. 229a; online lottery/keno is additionally covered by RCSA 12-865."
Connecticut,Commercial casino,Connecticut Department of Consumer Protection - Gaming Division,Conn. Gen. Stat. § 12-557b et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://www.cga.ct.gov/current/pub/chap_226.htm;https://portal.ct.gov/gaming,"Connecticut's operating casinos are tribal (Mashantucket Pequot/Mohegan) under Conn. Gen. Stat. §§ 12-586f/g compacts, not separately codified in the RCSA. The only authorized non-tribal casino gaming facility (MMCT, East Windsor, § 12-586f) is not operational. The assigned statute (Ch. 226 §§ 12-557b et seq., Gaming Policy/Special Revenue) is largely repealed/superseded. No separately published RCSA chapter implements land-based commercial-casino operations distinct from the compacts and the interactive-gaming rules (RCSA 12-865). Flagged for human review."
Connecticut,Horse/parimutuel racing,Department of Consumer Protection - Gaming Division,Conn. Gen. Stat. § 12-571 et seq.,RCSA §§ 12-574-F1 et seq.,"Regulations of Connecticut State Agencies, §§ 12-574-F (e.g., 12-574-F59) — Dept. of Consumer Protection: Off-Track Betting / Pari-mutuel Wagering",https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-574-F_HTML/,verified,2026-05-23,https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-574-F_HTML/,"Pari-mutuel/off-track betting admin rules are RCSA Subtitle 12-574-F (e.g., Sec. 12-574-F59 OTB pari-mutuel betting), DCP, in the official Regulations of Connecticut State Agencies on eregulations.ct.gov. Browse page verified HTTP 200, official CT government content. CT no longer has live racing; OTB/simulcasting is regulated by DCP."
Connecticut,Sports betting,Connecticut Department of Consumer Protection - Gaming Division,Conn. Gen. Stat. § 12-850 et seq.,RCSA §§ 12-865-1 et seq.,"Regulations of Connecticut State Agencies, §§ 12-865-1 et seq. — Dept. of Consumer Protection: Online Casino Gaming, Retail and Online Sports Wagering, Fantasy Contests, Keno and Online Sale of Lottery Tickets",https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-865_HTML/,verified,2026-05-23,https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-865_HTML/,"Sports wagering admin rules are within RCSA §§ 12-865-1 et seq. (the single DCP regulation covering online casino, retail/online sports wagering, fantasy contests, keno, and online lottery; effective 2/1/2022 under PA 21-23). Official eregulations.ct.gov browse page verified HTTP 200, official CT government content."
Connecticut,iGaming/online casino,Connecticut Department of Consumer Protection - Gaming Division,Conn. Gen. Stat. § 12-850 et seq.,RCSA §§ 12-865-1 et seq.,"Regulations of Connecticut State Agencies, §§ 12-865-1 et seq. — Dept. of Consumer Protection: Online Casino Gaming, Retail and Online Sports Wagering, Fantasy Contests, Keno and Online Sale of Lottery Tickets",https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-865_HTML/,verified,2026-05-23,https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-865_HTML/,"Online casino gaming admin rules are within RCSA §§ 12-865-1 et seq. (e.g., § 12-865-15 Online Casino Game Approval, § 12-865-18 Live Dealer/Peer-to-Peer Online Casino), DCP, effective 2/1/2022 under PA 21-23. Official eregulations.ct.gov browse page verified HTTP 200, official CT government content."
Connecticut,Charitable gaming,Connecticut Department of Consumer Protection,Conn. Gen. Stat. § 7-169 et seq.,RCSA §§ 7-169 et seq. (and 7-185 et seq.),"Regulations of Connecticut State Agencies, Title 7 Subtitle 7-169 (Bingo) and 7-185 (Bazaars and Raffles) — Dept. of Consumer Protection",https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_7Subtitle_7-169/,verified,2026-05-23,https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_7Subtitle_7-169/;https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_7Subtitle_7-185_HTML/,"Charitable-gaming admin rules are RCSA Subtitle 7-169 (Bingo) and 7-185 (Bazaars and Raffles), in the official Regulations of Connecticut State Agencies on eregulations.ct.gov. Both browse pages verified HTTP 200, official CT government content. Note: since 1/1/2018 (PA 17-231) permitting/enforcement of bingo, bazaars and raffles shifted to municipalities; DCP retains sealed-ticket and equipment-dealer authority."
Connecticut,DFS / fantasy sports,Connecticut Department of Consumer Protection,Conn. Gen. Stat. § 12-850 et seq.,RCSA §§ 12-865-1 et seq.,"Regulations of Connecticut State Agencies, §§ 12-865-1 et seq. — Dept. of Consumer Protection: Online Casino Gaming, Retail and Online Sports Wagering, Fantasy Contests, Keno and Online Sale of Lottery Tickets",https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-865_HTML/,verified,2026-05-23,https://eregulations.ct.gov/eRegsPortal/Browse/RCSA/Title_12Subtitle_12-865_HTML/,"Fantasy contests (DFS) admin rules are within RCSA §§ 12-865-1 et seq. (the DCP regulation also covering online casino, sports wagering, keno, and online lottery), effective 2/1/2022 under PA 21-23. Official eregulations.ct.gov browse page verified HTTP 200, official CT government content."
Delaware,Lottery,"Delaware Lottery (Office of the Delaware Lottery, Dept. of Finance)","Del. Code Ann. tit. 29, § 4801 et seq.",10 DE Admin. Code 202,"Delaware Administrative Code, Title 10 (Charitable Gaming, Lottery, and Fantasy Sports), 200 Office of the State Lottery, Chapter 202 — Lottery Rules and Regulations",https://regulations.delaware.gov/AdminCode/title10/200/202.shtml,verified,2026-05-23,https://regulations.delaware.gov/AdminCode/title10/200/202.shtml,"Lottery admin rules are 10 DE Admin. Code 202 (Office of the State Lottery), under 29 Del.C. ch. 48, in the official Delaware Administrative Code at regulations.delaware.gov. Chapter page verified HTTP 200; the regulations.delaware.gov API serves the chapter as an official regulation PDF. Title 10 = ""Charitable Gaming, Lottery, and Fantasy Sports."""
Delaware,Commercial casino,Delaware Division of Gaming Enforcement; Delaware Lottery,"Del. Code Ann. tit. 29, § 4801 et seq. (video lottery agents)",10 DE Admin. Code 203,"Delaware Administrative Code, Title 10, 200 Office of the State Lottery, Chapter 203 — Video Lottery and Table Game Regulations",https://regulations.delaware.gov/AdminCode/title10/200/203.shtml,verified,2026-05-23,https://regulations.delaware.gov/AdminCode/title10/200/203.shtml,"Delaware casino (video lottery agent / racino) admin rules are 10 DE Admin. Code 203 (Video Lottery and Table Game Regulations), Office of the State Lottery, under 29 Del.C. ch. 48. Chapter page verified HTTP 200 in the official Delaware Administrative Code; API serves it as an official 625KB regulation PDF."
Delaware,Horse/parimutuel racing,Delaware Thoroughbred Racing Commission; Delaware Harness Racing Commission,"Del. Code Ann. tit. 3, § 10001 et seq. (Thoroughbred); tit. 3, § 10101 et seq. (Harness)",3 DE Admin. Code 1001 (Thoroughbred); 501 (Harness),"Delaware Administrative Code, Title 3 (Agriculture), Chapter 1001 — Thoroughbred Racing Rules and Regulations; and Chapter 501 — Harness Racing Rules and Regulations",https://regulations.delaware.gov/AdminCode/title3/1000/1001/1001.shtml,verified,2026-05-23,https://regulations.delaware.gov/AdminCode/title3/1000/1001/1001.shtml;https://regulations.delaware.gov/AdminCode/title3/500/501/501.shtml,"Thoroughbred racing admin rules are 3 DE Admin. Code 1001 (Thoroughbred Racing Commission) and harness racing rules are 3 DE Admin. Code 501 (Harness Racing Commission), both Dept. of Agriculture, in the official Delaware Administrative Code. Both chapter pages verified HTTP 200."
Delaware,Sports betting,Delaware Lottery; Division of Gaming Enforcement,"Del. Code Ann. tit. 29, § 4825",10 DE Admin. Code 204,"Delaware Administrative Code, Title 10, 200 Office of the State Lottery, Chapter 204 — Delaware Sports Lottery Rules and Regulations",https://regulations.delaware.gov/AdminCode/title10/200/204.shtml,verified,2026-05-23,https://regulations.delaware.gov/AdminCode/title10/200/204.shtml,"Sports betting admin rules are 10 DE Admin. Code 204 (Delaware Sports Lottery Rules and Regulations), Office of the State Lottery, under 29 Del.C. ch. 48. Chapter page verified HTTP 200 in the official Delaware Administrative Code."
Delaware,iGaming/online casino,Delaware Lottery,"Del. Code Ann. tit. 29, § 4826",10 DE Admin. Code 206,"Delaware Administrative Code, Title 10, 200 Office of the State Lottery, Chapter 206 — Internet Lottery Rules and Regulations",https://regulations.delaware.gov/AdminCode/title10/200/206.shtml,verified,2026-05-23,https://regulations.delaware.gov/AdminCode/title10/200/206.shtml,"Online casino / iGaming admin rules are 10 DE Admin. Code 206 (Internet Lottery Rules and Regulations — internet ticket games, internet video lottery, internet table games), Office of the State Lottery, authorized under 29 Del.C. § 4826. Chapter page verified HTTP 200; API serves it as an official 306KB regulation PDF."
Delaware,Charitable gaming,Delaware Board of Charitable Gaming,"Del. Code Ann. tit. 28, § 1101 et seq.",10 DE Admin. Code 101 (and 103),"Delaware Administrative Code, Title 10, 100 Board of Charitable Gaming, Chapter 101 — Regulations Governing Bingo (and Chapter 103 — Charitable Gaming Other Than Raffles)",https://regulations.delaware.gov/AdminCode/title10/100/101.shtml,verified,2026-05-23,https://regulations.delaware.gov/AdminCode/title10/100/101.shtml;https://regulations.delaware.gov/AdminCode/title10/100/103.shtml,"Charitable-gaming admin rules are in Delaware Administrative Code Title 10, 100 (Board of Charitable Gaming): Chapter 101 (Regulations Governing Bingo) and Chapter 103 (Charitable Gaming Other Than Raffles). Both chapter pages verified HTTP 200 in the official Delaware Administrative Code."
Delaware,DFS / fantasy sports,Delaware Department of Finance,"Del. Code Ann. tit. 29, § 4862 et seq.",10 DE Admin. Code 301,"Delaware Administrative Code, Title 10, 300 Division of Gaming Enforcement, Chapter 301 — Interactive Fantasy Sports Contests Regulations",https://regulations.delaware.gov/AdminCode/title10/300/301.shtml,verified,2026-05-23,https://regulations.delaware.gov/AdminCode/title10/300/301.shtml,"DFS admin rules are 10 DE Admin. Code 301 (Interactive Fantasy Sports Contests Regulations), under the Delaware Interactive Fantasy Contests Act (29 Del.C. § 4862 et seq.), administered via the Division of Gaming Enforcement / Dept. of Finance. Chapter page verified HTTP 200 in the official Delaware Administrative Code."
Mississippi,Lottery,Mississippi Lottery Corporation,Miss. Code Ann. § 27-115-1 et seq.,Mississippi Lottery Corporation Administrative Regulations,,https://www.mslottery.com/2nd-chance/rules/,verified,2026-05-23,https://www.mslottery.com/2nd-chance/rules/;https://www.mslottery.com/wp-content/uploads/2019/10/10-15-19DrawingStyleGameRules.pdf,"MS Lottery Corporation is statutorily exempt and adopts its own ""Mississippi Lottery Corporation Administrative Regulations"" (organized in Chapters, e.g. Ch. 9 Instant Ticket Game Rules) published on the official corp site mslottery.com; NOT codified in the SOS Mississippi Administrative Code Title 13. Verified game-rules PDFs download as real content."
Mississippi,Commercial casino,Mississippi Gaming Commission,Miss. Code Ann. § 75-76-1 et seq.,Miss. Admin. Code Title 13 (Gaming),"Mississippi Administrative Code, Title 13: Gaming (MS Gaming Commission Regulations, Parts 1-8)",https://www.msgamingcommission.com/regulations/mgc,verified,2026-05-23,https://www.msgamingcommission.com/regulations/mgc;https://www.sos.ms.gov/regulation-enforcement/administrative-code,"MS Gaming Commission rules are codified as MS Admin Code Title 13 (Gaming), published by the SOS and presented by the official agency at msgamingcommission.com: Part 1 Organization & Administration, Part 2 Licensing, Part 3 Operations, Part 4 Manufacturers/Distributors, Part 5 Exclusion, Part 6 Enforcement, Part 7 Internal Controls, Part 8 Technical Standards. Agency regulation page verified with real content."
Mississippi,Horse/parimutuel racing,Mississippi Horse Racing Commission (inactive),Miss. Code Ann. § 75-77-1 et seq.,,,,NOT FOUND - needs human review,2026-05-23,https://www.msgamingcommission.com/regulations/mgc;https://www.sos.ms.gov/regulation-enforcement/administrative-code,"The named Mississippi Horse Racing Commission is inactive and has no separate administrative code chapter. Searched SOS MS Admin Code (sos.ms.gov), msgamingcommission.com, and Justia Title 13 index across 3 approaches; no live parimutuel-racing-commission rules exist. (Racebook/parimutuel wagering at licensed casinos is handled under MS Admin Code Title 13 Part 9 by the Gaming Commission, not by the inactive Racing Commission.)"
Mississippi,Sports betting,Mississippi Gaming Commission,Miss. Code Ann. § 75-76-89 (sports pools provision of Gaming Control Act),"Miss. Admin. Code Title 13 (Gaming), Part 9","Mississippi Administrative Code, Title 13: Gaming, Part 9 - Racebooks and Sports Pools",https://www.msgamingcommission.com/images/uploads/MGC_sports_and_race_pool_regulations.pdf,verified,2026-05-23,https://www.msgamingcommission.com/regulations/mgc;https://www.sos.ms.gov/adminsearch/ACCode/00000682c.pdf,Sports betting regulated by MS Gaming Commission under MS Admin Code Title 13 Part 9 (Racebooks and Sports Pools). Official SOS PDF (sos.ms.gov/adminsearch/ACCode/00000682c.pdf) downloads as real 247KB regulation PDF; agency regulations index also lists Part 9.
Mississippi,Charitable gaming,Mississippi Gaming Commission - Charitable Gaming Division,Miss. Code Ann. § 97-33-50 et seq.,"Miss. Admin. Code Title 13 (Gaming), Parts 10-13","Mississippi Administrative Code, Title 13: Gaming, Parts 10-13 (Charitable Gaming; Charitable Gaming Equipment; Charitable Gaming Licensing; Electronic Bingo Daubers)",https://www.msgamingcommission.com/regulations/charitable_gaming,verified,2026-05-23,https://www.msgamingcommission.com/regulations/charitable_gaming;https://www.sos.ms.gov/adminsearch/ACCode/00000636c.pdf,"Charitable Gaming Division rules codified as MS Admin Code Title 13 Parts 10 (Charitable Gaming), 11 (Equipment), 12 (Licensing), 13 (Electronic Bingo Daubers). Official agency charitable gaming page verified with real content; SOS PDFs resolve."
Missouri,Lottery,Missouri State Lottery Commission,"Mo. Rev. Stat. ch. 313, §§ 313.200-313.351",12 CSR 40,"Missouri Code of State Regulations, Title 12 (Department of Revenue), Division 40 - State Lottery",https://www.sos.mo.gov/adrules/csr/current/12csr/12csr,verified,2026-05-23,https://www.sos.mo.gov/adrules/csr/current/12csr/12csr,"Missouri State Lottery rules are 12 CSR 40 (Title 12 Dept of Revenue, Division 40 - State Lottery), 9 chapters. Official SOS CSR index for Title 12 verified with real content (Division 40 State Lottery listed). Official publisher sos.mo.gov."
Missouri,Commercial casino,Missouri Gaming Commission,Mo. Rev. Stat. § 313.800 et seq.,11 CSR 45,"Missouri Code of State Regulations, Title 11 (Department of Public Safety), Division 45 - Missouri Gaming Commission",https://www.sos.mo.gov/adrules/csr/current/11csr/11csr,verified,2026-05-23,https://www.sos.mo.gov/adrules/csr/current/11csr/11csr,"Missouri Gaming Commission rules are 11 CSR 45 (Title 11 Dept of Public Safety, Division 45). Official SOS CSR Title 11 index verified with real content (Division 45 Missouri Gaming Commission listed). Official publisher sos.mo.gov."
Missouri,Horse/parimutuel racing,Missouri Horse Racing Commission (inactive),"Mo. Rev. Stat. ch. 313, §§ 313.500-313.720","11 CSR 45 (Chapters 51-53, 70, etc.)","Missouri Code of State Regulations, Title 11, Division 45 - Missouri Gaming Commission (horse racing chapters)",https://www.sos.mo.gov/adrules/csr/current/11csr/11csr,verified,2026-05-23,https://www.sos.mo.gov/adrules/csr/current/11csr/11csr,"The historical Missouri Horse Racing Commission is inactive; its horse-racing rules are codified within 11 CSR 45 (Missouri Gaming Commission, Division 45), e.g. Chapter 51 Class A Licenses-Race Track Owner, Chapter 52 Class B Licenses, Chapter 53 Class D Fairgrounds Racing, Chapter 70 Conduct of Races. Official SOS CSR Title 11 index verified (these chapters listed under Division 45)."
Missouri,Sports betting,Missouri Gaming Commission,"Mo. Const. art. III, § 39(e) (Amendment 2, 2024); implementing statute pending",11 CSR 45-20,"Missouri Code of State Regulations, Title 11, Division 45, Chapter 20 - Sports Wagering",https://www.sos.mo.gov/adrules/csr/current/11csr/11csr,verified,2026-05-23,https://www.sos.mo.gov/adrules/csr/current/11csr/11csr;https://www.mgc.dps.mo.gov/,Missouri Gaming Commission adopted sports wagering rules implementing Amendment 2 (Art. III sec. 39(e)/(g)); final orders of rulemaking presented Aug 2025. Codified as 11 CSR 45 Chapter 20 - Sports Wagering. Official SOS CSR Title 11 index verified with real content (Chapter 20 Sports Wagering listed under Division 45).
Missouri,Charitable gaming,Missouri Gaming Commission - Charitable Games Division,Mo. Rev. Stat. § 313.005 et seq.,11 CSR 45-30,"Missouri Code of State Regulations, Title 11, Division 45, Chapter 30 - Bingo",https://www.sos.mo.gov/adrules/csr/current/11csr/11csr,verified,2026-05-23,https://www.sos.mo.gov/adrules/csr/current/11csr/11csr;https://s1.sos.mo.gov/cmsimages/adrules/csr/current/11csr/11c45-30.pdf,"Missouri Gaming Commission Charitable Games Division rules are 11 CSR 45 Chapter 30 - Bingo (covers bingo, pull-tabs, event tickets). Official SOS CSR Title 11 index verified (Chapter 30 Bingo listed under Division 45); official chapter PDF resolves at s1.sos.mo.gov."
Montana,Lottery,Montana Lottery Commission,Mont. Code Ann. § 23-7-101 et seq.,"ARM Title 2, Chapter 2.63","Administrative Rules of Montana, Department 2 (Administration), Chapter 2.63 - Montana State Lottery Commission",https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/dc905280-b604-4254-8edf-dbd22fb2a79f,verified,2026-05-23,https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/dc905280-b604-4254-8edf-dbd22fb2a79f,"Montana State Lottery Commission rules are ARM 2.63 (Department 2 Administration, Chapter 2.63 - Montana State Lottery Commission), e.g. 2.63.101 Organizational Rule, 2.63.1201 Prizes, 2.63.4 Retailer Rules. Official rules.mt.gov portal (run by MT SOS) is canonical; browse page is JS-rendered (Esper platform) so body not text-scrapable, but chapter/subchapter numbers corroborated across sources. NOTE: lead suggested 23.x but Lottery is correctly ARM 2.63."
Montana,Horse/parimutuel racing,Montana Board of Horse Racing,Mont. Code Ann. § 23-4-101 et seq.,"ARM Title 32, Chapter 32.28","Administrative Rules of Montana, Department 32 (Livestock), Chapter 32.28 - Board of Horse Racing",https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/357ed285-9e9c-490a-a477-463bdf97d5ee,verified,2026-05-23,https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/357ed285-9e9c-490a-a477-463bdf97d5ee,"Montana Board of Horse Racing rules are ARM 32.28 (Department 32 Livestock, Chapter 32.28 - Board of Horse Racing), incl. subchapters Procedural Rules (32.28.2), Racing Officials (32.28.6), etc. Official rules.mt.gov portal (MT SOS) is canonical; JS-rendered so body not text-scrapable, chapter number corroborated across sources."
Montana,Sports betting,Montana Lottery Commission,Mont. Code Ann. § 23-5-1001 et seq.,"ARM Title 2, Chapter 2.63 (Subchapter 2.63.13)","Administrative Rules of Montana, Department 2, Chapter 2.63 - Montana State Lottery Commission (Subchapter 13 - Sports Wagering Accounts)",https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/dc905280-b604-4254-8edf-dbd22fb2a79f,verified,2026-05-23,https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/dc905280-b604-4254-8edf-dbd22fb2a79f,"Sports wagering in Montana is run by the State Lottery and Sports Wagering Commission (MCA 23-7-201); rules are ARM 2.63 Subchapter 2.63.13 - Sports Wagering Accounts (e.g. rule 2.63.1301). Same ARM 2.63 chapter as the Lottery, under Department 2 Administration. Official rules.mt.gov portal canonical; subchapter number corroborated across sources."
Montana,Charitable gaming,Montana Gambling Control Division (Dept. of Justice),Mont. Code Ann. § 23-5-401 et seq.; § 23-5-501 et seq.,"ARM Title 23, Chapter 23.16","Administrative Rules of Montana, Department 23 (Justice), Chapter 23.16 - Gambling Control Division",https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/243b5334-0f6f-4a5b-92d5-816b74910949,verified,2026-05-23,https://rules.mt.gov/browse/collections/aec52c46-128e-4279-9068-8af5d5432d74/sections/243b5334-0f6f-4a5b-92d5-816b74910949;https://dojmt.gov/gaming/,"Montana Gambling Control Division (DOJ) rules are ARM 23.16, incl. subchapters for Bingo/Keno (23.16.24), Raffles (23.16.26), Calcutta Pools (23.16.28), Casino Nights (23.16.31), Card Games (23.16.12). Official MT DOJ Gambling Control page (dojmt.gov/gaming) explicitly cites ARM 23.16 and links to the official ARM collection; verified with real content. 1.25MB combined MCA-ARM PDF from dojmt.gov downloads as real content."
