jurisdiction,program_name,program_type,administering_body,verticals_covered,enrollment_method,duration_options,removal_process,official_url,is_nvsep,idpair_flag,verification_status,retrieval_date,source_urls,notes
Oklahoma,OAPGG Statewide Self-Exclusion Program (tribal casinos),state-run,Oklahoma Association on Problem Gambling and Gaming (OAPGG) — administered in partnership with tribal gaming commissions,Commercial casino (tribal — 17 tribal gaming commissions; 94 participating casinos as of last report),Online form submission at oapgg.org; OAPGG staff schedules online notary session to confirm identity; form distributed to participating tribes,"1, 3, 5, or 10 years; lifetime",Irrevocable during exclusion period; criminal trespass charges may apply if found on premises,https://www.oapgg.org/self-exclusion,no,no,verified,2026-05-23,https://www.oapgg.org/self-exclusion;https://www.oapgg.org/tribal-partners,Not all tribes participate; 17 tribal commissions and ~94 casinos enrolled as of public reporting. Tribes may opt in at any time. Oklahoma has no commercial (non-tribal) casinos. Racinos are under OK Horse Racing Commission. SmartPlay OK is the companion responsible gambling brand (not a separate list).
Oklahoma,SmartPlayOK Statewide Voluntary Self-Exclusion Program (includes racino facilities),state-run,Oklahoma Association on Problem Gambling and Gaming (OAPGG) — administered in coordination with participating tribal gaming commissions and non-tribal facilities including Remington Park,horse/parimutuel racing;casino (HHR;slots;table games at racino facilities),Online (notarized electronic submission); by mail (notarized form); in-person at OAPGG Norman office (405-801-3329),1 year; 3 years; 5 years; 10 years,Irrevocable for selected term; no early removal; contact OAPGG at help@oapgg.org,https://smartplayok.org/self-exclusion-program/,no,no,verified,2026-05-23,https://smartplayok.org/self-exclusion-program/;https://www.oapgg.org/self-exclusion;https://www.remingtonpark.com/responsible-gaming-2/,OAPGG administers a statewide voluntary self-exclusion program via SmartPlayOK that covers participating gambling establishments including Remington Park Racing & Casino (which acquired Lone Star Park). Remington Park's official responsible gaming page explicitly references the statewide SmartPlayOK exclusion program and confirms its participation. Enrollment requires notarized identity verification. Exclusion results in denial of all winnings and potential trespassing charge. Oklahoma Horse Racing Commission regulations reviewed — no separate OHRC VSE framework found; racino patrons are covered by the OAPGG/SmartPlayOK program.
Oregon,Oregon Lottery Scoreboard Self-Exclusion (online sports betting),state-run,Oregon Lottery,Sports betting (online — Oregon Lottery Scoreboard app/website),Online via player account settings on Oregon Lottery Scoreboard; email to scoreboard.reinstate@support.oregonlottery.org for reinstatement,Minimum 30 days; temporary (extendable indefinitely) or permanent,Temporary: request reinstatement by emailing scoreboard.reinstate@support.oregonlottery.org after period expires; permanent exclusion is irrevocable,https://www.oregonlottery.org/about/responsible-gaming/,no,no,verified,2026-05-23,https://www.oregonlottery.org/about/responsible-gaming/;https://sports.oregonlottery.org/responsible-gaming/,Oregon Lottery runs the only authorized online sports betting in the state (via DraftKings-powered Scoreboard). Self-exclusion applies to the online player account only. Does NOT extend to retail video lottery terminals at bars/establishments. Oregon does not maintain a statewide problem-gambler ban list covering all verticals per 2026 reporting.
Oregon,No voluntary self-exclusion program for VLT retail players (confirmed — Oregon Lottery VLT),none,Oregon State Lottery Commission,video lottery terminals (VLT at ~12000 retail/bar establishments),N/A,N/A,N/A,https://www.oregonlottery.org/video-lottery/,no,no,verified,2026-05-23,https://www.oregonlottery.org/video-lottery/;https://oregon.public.law/rules/oar_177-046-0155;https://oregon.public.law/rules/oar_chapter_177_division_200,Oregon Administrative Rule OAR 177-046-0155 (Responsible Gaming) provides account-based self-exclusion — but OAR 177-046-0010 explicitly states Division 46 applies to all lottery games EXCEPT Video Lottery games. Division 200 (General Video Lottery Game Rules) contains no self-exclusion provisions. Oregon Lottery VLT play requires only cash insertion into retail terminals; no player account is required to play. Oregon Lottery acknowledges no centralized VLT ban list. IGT INTELLIGEN account-based system deployed (2022) for prize redemption only — no evidence that account-level self-exclusion extends to VLT play restriction at retail terminals per any official rule. Oregon Lottery VLT players have no state-administered self-exclusion mechanism.
Oregon,Oregon Racing Commission ADW Self-Exclusion (horse racing account wagering),state-run,Oregon Racing Commission (ORC),Horse/parimutuel racing (advance deposit wagering — licensed ADW operators),Through licensed ADW operator account settings (ORC rule requires ADW operators to offer self-exclusion),"1 year, 3 years, 5 years, or lifetime",ORC rules require account closure/exclusion; account holder removed from all direct advertising; records retained minimum 3 years or duration of exclusion,https://www.oregon.gov/racing/Pages/Advance-Deposit-Wagering.aspx,no,no,verified,2026-05-23,https://www.oregon.gov/racing/Pages/Advance-Deposit-Wagering.aspx;https://secure.sos.state.or.us/oard/viewSingleRule.action?ruleVrsnRsn=327074,ORC rules (effective July 1 2023) require all licensed ADW operators to offer self-exclusion. Self-exclusion administered by each licensed ADW operator per ORC mandate — not a single centralized ORC-run list. Operators must maintain records for duration of exclusion or 3 years minimum.
Oregon,Oregon Tribal Casinos — Property-Level Self-Exclusion (no central state list),property-by-property,Individual tribal gaming commissions (Confederated Tribes of Grand Ronde; Confederated Tribes of Siletz Indians; Confederated Tribes of Warm Springs; Cow Creek Band; Coquille Indian Tribe; others),commercial casino (tribal),In-person at each tribal property,Not centrally specified — property-by-property,Contact individual tribal property,https://www.otga.net/,no,no,verified,2026-05-23,https://www.otga.net/;https://www.americangaming.org/wp-content/uploads/2025/02/Oregon_AGA-Gaming-Regulatory-Fact-Sheet-2025.pdf;https://www.500nations.com/Oregon_Casinos.asp,Oregon is tribal casino only — no commercial casinos. Oregon Tribal Gaming Alliance (OTGA) website reviewed; no centralized tribal VSE program found. AGA 2025 Oregon fact sheet and independent sources confirm Oregon does not maintain a centralized statewide self-exclusion list and tribal casinos operate on a property-by-property basis. Each tribe/property may maintain its own internal exclusion list through its tribal gaming commission but there is no multi-tribal central registry in Oregon.
Pennsylvania,PGCB Casino Self-Exclusion Program,state-run,Pennsylvania Gaming Control Board (PGCB),Commercial casino (land-based);Sports betting (retail — at casino sportsbooks and freestanding sports wagering locations),Online at pgcb.pa.gov/SelfExclusion; in person at PGCB office or PGCB office located at a licensed facility,"1 year, 5 years, or lifetime",Casino self-exclusion does NOT expire automatically — individual must submit Request for Removal after minimum period; remains on list indefinitely if no removal request,https://pgcb.pa.gov/SelfExclusion,no,no,verified,2026-05-23,https://pgcb.pa.gov/SelfExclusion;https://responsibleplay.pa.gov/self-exclusion/,Established 2006; covers 12 licensed land-based casinos and retail sports wagering locations. Separate from iGaming/Fantasy lists. Licensees may voluntarily extend bans across other gambling types. 2025: PGCB abandoned proposal to auto-expire casino exclusions.
Pennsylvania,PGCB iGaming Self-Exclusion Program,state-run,Pennsylvania Gaming Control Board (PGCB),iGaming/online casino;Sports betting (online);Online poker,Online at pgcb.pa.gov/SelfExclusion; in person at PGCB office or licensed facility,"1 year, 5 years, or lifetime",iGaming self-exclusion expires automatically at end of selected period (unlike casino SE); extension must be submitted proactively,https://pgcb.pa.gov/SelfExclusion,no,no,verified,2026-05-23,https://pgcb.pa.gov/SelfExclusion;https://responsibleplay.pa.gov/self-exclusion/;https://pacouncil.com/self-exclusion/igaming-self-exclusion/,"Launched 2019. Covers all licensed PA online casino, online poker, and online sportsbook operators. Separate list from casino SE. Note: iGaming excludes include sports wagering websites per PGCB FAQ. Expires at conclusion of ban period — not permanent by default."
Pennsylvania,PGCB Fantasy Sports Self-Exclusion Program,state-run,Pennsylvania Gaming Control Board (PGCB),Fantasy contests/DFS (licensed PA fantasy sports operators),Online at pgcb.pa.gov/SelfExclusion; in person at PGCB office,"1 year, 5 years, or lifetime",Fantasy SE expires automatically at end of selected period; extension must be submitted proactively,https://pgcb.pa.gov/SelfExclusion,no,no,verified,2026-05-23,https://pgcb.pa.gov/SelfExclusion;https://responsibleplay.pa.gov/self-exclusion/,Separate list from Casino and iGaming SE. Covers licensed PA fantasy contest operators. Auto-expires unlike Casino SE.
Pennsylvania,PGCB VGT Self-Exclusion Program,state-run,Pennsylvania Gaming Control Board (PGCB),Video gaming terminals (VGTs at licensed truck stops),Online at pgcb.pa.gov/SelfExclusion; in person at PGCB office,"1 year, 5 years, or lifetime",VGT SE expires automatically at end of selected period; extension must be submitted proactively,https://pgcb.pa.gov/SelfExclusion,no,no,verified,2026-05-23,https://pgcb.pa.gov/SelfExclusion;https://responsibleplay.pa.gov/self-exclusion/,Separate list covering VGT facilities at licensed truck stops. Auto-expires unlike Casino SE.
Pennsylvania,PA iLottery Self-Exclusion,state-run,Pennsylvania Lottery (iLottery platform),Lottery (online/iLottery — account-based play only),Online via PA iLottery account settings (pailottery.com); or contact support at support@PAiLottery.com or 1-833-530-PLAY,"6 months, 1 year, or 5 years",Irrevocable during selected period; after expiration player must contact support@PAiLottery.com to request reinstatement (not automatic),https://www.pailottery.com/p/responsible-gaming-policy/,no,no,verified,2026-05-23,https://www.pailottery.com/p/responsible-gaming-policy/;https://help.pailottery.com/hc/en-us/articles/8063767633172-How-do-I-self-exclude;https://help.pailottery.com/hc/en-us/articles/8063741818516-If-I-m-on-the-PA-Gaming-Control-Board-self-exclusion-list-can-I-play-PA-Lottery-online,"COMPLETELY SEPARATE from PGCB lists — being on PGCB casino/iGaming SE list does NOT prevent iLottery play, and vice versa. Covers online account-based lottery play only; does not affect retail lottery ticket purchases. Administered by PA Lottery not PGCB."
Pennsylvania,No state-administered self-exclusion for ADW horse racing (confirmed — PA State Horse Racing Commission),none,PA State Horse Racing Commission / individual ADW operators (TVG/FanDuel Racing; TwinSpires; NYRA Bets; others),horse/parimutuel racing (ADW online/phone wagering),N/A,N/A,N/A,https://www.pacodeandbulletin.gov/Display/pacode?file=/secure/pacode/data/007/chapter197/chap197toc.html&d=reduce,no,no,verified,2026-05-23,https://www.pacodeandbulletin.gov/Display/pacode?file=/secure/pacode/data/007/chapter197/chap197toc.html&d=reduce;https://gamingcontrolboard.pa.gov/gaming/gaming-overview;https://gamingcontrolboard.pa.gov/?p=172,PGCB self-exclusion list covers casino / iGaming / VGT / sports betting — ADW horse racing is explicitly absent from PGCB's regulated verticals. Reviewed 7 Pa. Code Chapter 197 (Advance Deposit Account Wagering — Temporary Regulations): §197.3 contains no self-exclusion provision; ADWs have discretion to refuse accounts but no mandatory VSE requirement. PA State Horse Racing Commission (now under Dept. of Agriculture) reviewed; no VSE framework exists for ADW patrons. Individual ADW operators (TwinSpires / TVG) may offer account-level responsible gaming tools voluntarily (TwinSpires FAQ references a permanent exclusion form via Player Services 877-774-7371) but these are operator-level only and not part of any state-administered program. No state-run or commission-mandated ADW self-exclusion program exists in Pennsylvania.
Rhode Island,Rhode Island Self-Exclusion Program (Bally's / RI Lottery — Combined Form),state-run,Rhode Island Lottery (administering body); Dept. of Business Regulation (DBR) — Gaming and Athletics,Commercial casino;Sports betting (retail and online/mobile);iGaming/online casino,"In person only — submit at Bally's Lincoln Casino Resort Security Dept. (100 Twin River Rd, Lincoln RI 02865) or Bally's Tiverton Security Dept. (777 Tiverton Casino Blvd, Tiverton RI 02878)","1 year, 5 years, or permanent",Self-exclusion periods are served in their entirety; subject to termination with proper Bally's management/RI Lottery approvals,https://casinos.ballys.com/lincoln/responsible-gaming.htm,no,no,verified,2026-05-23,https://casinos.ballys.com/lincoln/responsible-gaming.htm;https://casinos.ballys.com/tiverton/responsible-gaming.htm;https://casinos.ballys.com/lincoln/files/6452/Bally's_Combined_Self-Exclusion_Form.FINAL2.14.24.pdf;https://dbr.ri.gov/gaming-and-athletics,Single combined form (updated Feb 2024) covers both Bally's Lincoln and Bally's Tiverton casino properties plus Sportsbook Rhode Island (online/mobile) and Bally Casino iGaming app — all RI Lottery-regulated gambling channels. In-person submission required at either casino security dept. PGSRI (401-383-0301) provides referral/enrollment assistance.
Rhode Island,Rhode Island iLottery Self-Exclusion & Timeout,state-run,Rhode Island Lottery,Lottery (iLottery online account-based play),Online via iLottery account responsible gambling tools; or by calling RI iLottery Player Support at 1-800-288-2485,Self-Exclusion: 1 year or 5 years; Timeout: 24 hours / 48 hours / 7 days / 14 days / 1 month / 3 months / 6 months / 9 months,Exclusion period expires automatically; account reactivated at end of period; exclusion cannot be reversed during active period,https://www.rilot.com/en-us/player-zone/play-responsibly.html,no,no,verified,2026-05-23,https://www.rilot.com/en-us/player-zone/play-responsibly.html;https://www.rilot.com/en-us/contentpages/termsandconditions.html,Separate from the casino/sports/iGaming combined self-exclusion. Covers only online iLottery account play (not retail lottery tickets). Enrollment is online or by phone. Excludion cannot be reversed; at end of period account access is automatically restored.
Rhode Island,No self-exclusion program for charitable gaming,none,RI State Police Charitable Gaming Unit,charitable gaming (raffles; bingo; bazaars),none,none,none,https://risp.ri.gov/cgu,no,no,verified,2026-05-23,https://risp.ri.gov/cgu; https://www.pgsri.org/voluntary-self-exclusion,RI State Police CGU regulates raffles/bingo/bazaars only; no SE program exists for charitable gaming. The statewide PGSRI SE program covers Bally's Twin River Lincoln and Tiverton casinos only — charitable gaming venues are excluded. CGU page has no RG/SE provisions; only age-18 restriction and fraud protection.
South Carolina,No self-exclusion program — SC Education Lottery,none,SC Education Lottery,lottery (draw games; scratch-off),none,none,none,https://www.sceducationlottery.com/FAQ/PlayerProtection,no,no,verified,2026-05-23,https://www.sceducationlottery.com/FAQ/PlayerProtection; https://sceducationlottery.com/PlayResponsibly,SC Education Lottery offers no voluntary self-exclusion program. Player protection page covers ticket verification and fraud prevention only. Play Responsibly section (BETTER U initiative) links to SC Gambling Helpline (1-877-452-5155) and NCPG but provides no SE enrollment. SC has no iLottery account layer. Retail-only lottery; no account-based tools.
South Dakota,South Dakota Commission on Gaming — Voluntary Self-Exclusion Program,state-run,South Dakota Commission on Gaming (SD Dept. of Revenue),Commercial casino (Deadwood);Sports betting (retail — Deadwood sportsbooks);Horse/parimutuel racing,In person at a licensed gaming property or via South Dakota Commission on Gaming office; each licensee maintains plan approved by Commission executive secretary; centralized list shared with all licensees,Not definitively confirmed in public sources; described as ranging from short-term to permanent (6 months to permanent reported in trade press),Not specified in public sources; contact Commission on Gaming at (605) 578-3074,https://dor.sd.gov/businesses/gaming/sd-commission-on-gaming/,no,no,verified,2026-05-23,https://dor.sd.gov/businesses/gaming/sd-commission-on-gaming/;https://www.law.cornell.edu/regulations/south-dakota/ARSD-20-18-12-01-26;https://www.bhpioneer.com/local_news/gaming-commissioners-work-to-streamline-self-exclusion-program/article_7cf606a8-ce6e-48d3-8b55-4238042228a6.html;https://www.yogonet.com/international/news/2022/07/20/63518-deadwood-casinos-to-add-selfexclusion--gambling-integrity-plans-as-part-of-new-regulations-package,Governing reg: ARSD 20:18:12.01:26 (eff. 8/9/2022) — each licensee must develop and submit self-exclusion/voluntary exclusion plan for Commission approval with monthly reporting. Commission streamlined to one centralized statewide list (covering all Deadwood licensees) and removed requirement to visit a casino to apply. Sports betting in Deadwood (retail/on-premises only) and parimutuel racing (Stanley County Fairgrounds) also fall under Commission oversight. Tribal casinos are separate/property-level only.
South Dakota,No self-exclusion program — SD Lottery (video lottery),none,South Dakota Lottery,video lottery (VLT terminals; ~5000+ terminals statewide),none,none,none,https://lottery.sd.gov/responsible-play/,no,no,verified,2026-05-23,https://lottery.sd.gov/responsible-play/; https://lottery.sd.gov/video-lottery-2/; https://www.veridocs.com/resource-center/self-exclusion-list,SD Lottery Responsible Play page lists helpline (1-888-781-HELP) and treatment resources but no SE program. Video lottery (VLT terminals in bars/taverns) is regulated separately from Deadwood casinos. The Dec 2025 centralized SE rule change applies only to Deadwood (SD Commission on Gaming); SD Lottery/VLT has no SE program. Veridocs confirms SD has no centralized VLT self-exclusion list.
South Dakota,Property-by-property self-exclusion — tribal casinos,property-by-property,Individual tribal gaming commissions (9 SD tribes),tribal casino,in-person at each tribal property,varies by tribe,varies by tribe,https://sdtribalrelations.sd.gov/tribes/nine-tribes.aspx,no,no,verified,2026-05-23,https://www.americangaming.org/wp-content/uploads/2025/02/South-Dakota_AGA-Gaming-Regulatory-Fact-Sheet-2025.pdf; https://sdtribalrelations.sd.gov/tribes/nine-tribes.aspx,AGA 2025 SD Regulatory Fact Sheet confirms tribal-state compacts do not require SE programs for patrons. Nine tribes operate Class III gaming under compacts; each tribal gaming commission is responsible for its own responsible gaming policies. No state-mandated or shared SE list exists for tribal casinos. Individual tribes may maintain their own property-level lists.
Tennessee,Tennessee Sports Wagering Self-Exclusion (TSWAC),state-run,Tennessee Sports Wagering Advisory Council (TSWAC / SWAC),Sports betting (online — all licensed TN sports wagering operators),Online via tn.gov/swac/forms/self-exclusion.html; by phone at (615) 253-7922; in person at any licensed TN sportsbook,"1 year, 3 years, or 5 years",Not specified in public sources; contact TSWAC at (615) 253-7922,https://www.tn.gov/swac/forms/self-exclusion.html,no,no,verified,2026-05-23,https://www.tn.gov/swac/forms/self-exclusion.html;https://www.tn.gov/swac.html;https://www.tn.gov/swac/about/tennessee-sports-wagering-council-newroom/2024/9/11/swc--don-t-let-wagering-become-a-problem.html,Statewide program covering all TSWAC-licensed online sports wagering operators. A single self-exclusion prevents wagering on all licensed TN sportsbook apps; excluded persons also removed from direct marketing lists. Tennessee is online-only for sports betting (no retail sportsbooks outside of Deadwood-equivalent). Program predates NVSEP.
Tennessee,NVSEP (National Voluntary Self-Exclusion Program) — Tennessee,national-NVSEP,idPair / NVSEP,Sports betting (online); possibly additional verticals per nvsep.org/jurisdictions,Online via nvsep.org; free remote online notarization provided where required,Varies by operator/jurisdiction; multi-state overlay,Varies by jurisdiction/operator,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://www.nvsep.org/;https://www.businesswire.com/news/home/20240618707860/en/National-Voluntary-Self-Exclusion-Program-NVSEP-to-Begin-Free-Self-Exclusion-Assistance-in-Four-US-Jurisdictions;https://gamingamerica.com/news/10652/national-voluntary-self-exclusion-program-to-launch-in-four-states-this-summer,"Tennessee was one of 4 launch states for NVSEP in August 2024 (with CO, IA, MI). NVSEP is operated by idPair Inc. and provides free self-exclusion assistance overlaying the existing TSWAC state program. No changes to the state program; NVSEP assists with form filing and remote notarization. Specific TN verticals: see nvsep.org/jurisdictions. As of Dec 2025 NVSEP covers ~21 jurisdictions."
Tennessee,Tennessee Education Lottery — iLottery Self-Exclusion,state-run,Tennessee Education Lottery Corporation (TELC),Lottery (iLottery online account-based play),Online via iLottery account settings (temporary exclusion and deposit limits); or contact TN iLottery Player Support,Temporary (account block for a set period chosen by player); irrevocable during the period,Temporary period expires; account remains blocked until period ends; cannot be reversed mid-period,https://tnlottery.com/play-responsibly/,no,no,verified,2026-05-23,https://tnlottery.com/play-responsibly/;https://tnlottery.com/ilottery-termsandconditions-privacypolicy/,TN Lottery iLottery launched Nov 2024. Lottery self-exclusion (online account tool) is separate from TSWAC sports wagering exclusion. Covers iLottery online play only — not retail lottery ticket sales. Program achieved WLA Level 4 Responsible Gaming certification. Specific duration options not publicly published (described as user-set period).
Tennessee,No self-exclusion program — TN Lottery retail + TN charitable gaming,none,Tennessee Education Lottery Corporation (retail); TN Secretary of State (charitable gaming),lottery (retail draw/scratch); charitable gaming (annual events — raffles; bingo; reverse raffles),none,none,none,https://tnlottery.com/play-responsibly/,no,no,verified,2026-05-23,https://tnlottery.com/play-responsibly/; https://sos.tn.gov/charities/guides/charitable-gaming-event-faqs,TN Lottery SE exists only for iLottery online account (a separate existing row). Retail lottery (scratch-off; draw games at retail) has no SE mechanism — no account required. TN charitable gaming (annual events authorized by General Assembly; raffles/bingo/reverse raffles regulated by TN Secretary of State) has no SE program; SOS website covers eligibility/reporting only. No self-exclusion provisions in TN Secretary of State charitable gaming rules.
Texas,No self-exclusion program — Texas Lottery (TDLR),none,Texas Department of Licensing and Regulation — Lottery Division,lottery (draw games; scratch-off; retail),none,none,none,https://www.tdlr.texas.gov/lottery/,no,no,verified,2026-05-23,https://www.tdlr.texas.gov/lottery/; https://www.texaslottery.com/export/sites/lottery/Player_Protection/index.html; https://www.texaslottery.com/export/sites/lottery/Social_Responsibility/responsible_gambling/main.html,Texas Lottery (transferred to TDLR Sept 1 2025) has no voluntary SE program. Player Protection page covers age verification; payment restrictions; and scam education. Responsible gambling page emphasizes education/helpline only. 2025 TDLR reforms added ID scanning on vending machines and lowered cash limits but no SE mechanism. No iLottery account system exists for retail.
Texas,Property-level only — Texas horse/parimutuel racing,property-by-property,Texas Racing Commission (TXRC) — property operators,horse racing (parimutuel; on-track; limited simulcast),in-person at each track security department,varies by property,varies by property,https://www.txrc.texas.gov/rulings,no,no,verified,2026-05-23,https://www.txrc.texas.gov/rulings; https://www.lonestarpark.com/responsible-gaming/,TXRC maintains Ejection/Exclusion List (November 2025 notice on rulings page) — this is involuntary/regulatory exclusion not a patron self-exclusion program. Lone Star Park offers a property-level voluntary self-exclusion form through Security Supervisory staff. No state-run patron voluntary SE program exists. TX ended ADW/online wagering (TwinSpires ordered to cease Feb 2026); only on-track betting active. No centralized voluntary SE program.
Texas,No self-exclusion program — Texas charitable bingo (TDLR),none,Texas Department of Licensing and Regulation — Charitable Bingo Operations Division,charitable gaming (bingo),none,none,none,https://www.tdlr.texas.gov/charitable-bingo/,no,no,verified,2026-05-23,https://www.tdlr.texas.gov/charitable-bingo/,TDLR Charitable Bingo Operations Division website has no SE program; RG reference links only to general Texas Lottery responsible gambling page. No SE provisions in Chapter 402 Charitable Bingo Administrative Rules. Charitable bingo SE programs are extremely rare nationally; none found for Texas.
Utah,Utah — No legal gambling,none,N/A,N/A,N/A,N/A,N/A,N/A - no legal gambling,no,no,N/A - no legal gambling,2026-05-23,https://le.utah.gov/xcode/Title76/Chapter10/76-10-P11.html,All forms of gambling prohibited under Utah Code Title 76 Ch. 10 Part 11. No gaming regulatory body. No self-exclusion program.
Vermont,Vermont Exclusion List (Sports Wagering),state-run,Vermont Department of Liquor and Lottery (DLL),Sports betting (online — all licensed VT sports wagering operators: DraftKings / FanDuel / Fanatics Sportsbook),Online enrollment via Vermont DLL; requires email/phone for one-time authentication code and photo ID (selfie + photo ID upload),"1 year, 3 years, 5 years, or lifetime",Automatic removal at end of selected period (non-lifetime); lifetime exclusion has no removal process; re-enrollment required to continue after term expires,https://liquorandlottery.vermont.gov/exclusion-list,no,no,verified,2026-05-23,https://liquorandlottery.vermont.gov/exclusion-list;https://liquorandlottery.vermont.gov/sports-wagering;https://legislature.vermont.gov/Documents/2024/Docs/ACTS/ACT063/ACT063%20As%20Enacted.pdf,Authorized by Act 63 (2023). Managed by DLL; exclusion list kept confidential under VT Public Records Act. Covers all 3 licensed online sportsbooks. Enrolled persons removed from marketing lists. Contact: DLL.PlayerExclusion@vermont.gov.
Vermont,Vermont Lottery — Online account self-exclusion,state-run,Vermont Department of Liquor and Lottery (DLL) — Vermont Lottery division,Lottery (Vermont Lottery online/account-based play),Online via Vermont Lottery account settings (spending/time limits; self-exclusion tools),Not definitively confirmed in public sources (account-based self-exclusion available; duration options unclear),Not specified in public sources,https://liquorandlottery.vermont.gov/exclusion-list,no,no,verified,2026-05-23,https://liquorandlottery.vermont.gov/exclusion-list;https://legislature.vermont.gov/Documents/2026/Workgroups/House%20Government%20Operations/Department%20of%20Liquor%20and%20Lottery/W~Wendy%20Knight~Digital%20Lottery%20Modernization~1-8-2026.pdf,Vermont Lottery digital modernization project in progress as of Jan 2026. Lottery self-exclusion tools are available through account settings per responsible gaming program. DLL oversees both sports wagering and lottery; DLL Exclusion List may also cover online lottery products — not fully confirmed as separate or unified list. Charitable gaming and DFS have no separate self-exclusion finding.
Vermont,CFS/idPair National Voluntary Self-Exclusion Program — DFS (covers VT); no SE for charitable gaming,national-NVSEP,Coalition for Fantasy Sports (CFS) and idPair (technology platform),daily fantasy sports (DFS),online via individual operator platform (PrizePicks; Underdog; Betr; Dabble; Splash Sports),player's choice of duration (all 50 states),player contacts operator platform to remove or modify,https://coalitionforfantasysports.com/idpair,no,yes,verified,2026-05-23,https://coalitionforfantasysports.com/idpair; https://sbcamericas.com/2026/03/10/dfs-operators-self-exclusion-program/; https://www.saturdaydownsouth.com/news/dfs/idpair-dfs-operators-launch-first-50-state-national-self-exclusion-program/; https://liquorandlottery.vermont.gov/exclusion-list,CFS/idPair National Voluntary Self-Exclusion Program expanded to all 50 states as of March 10 2026 — Vermont is covered. Participating DFS operators: PrizePicks; Underdog; Betr; Dabble; Splash Sports. DFS operators register with VT Dept of Liquor and Lottery (sports wagering division); AG handles enforcement. idpair_flag=yes (this is the CFS/idPair all-50 operator-led program). VT charitable gaming (raffles; bingo; break-open tickets regulated by Dept of Liquor and Lottery) has no SE program — Vermont statute 13 V.S.A. s.2143 contains no SE provisions; no state-level license even required for most charitable gaming events.
Virginia,Virginia Lottery Voluntary Exclusion Program (VEP),state-run,Virginia Lottery Board,Commercial casino;Sports betting (online);Lottery (account-based/iLottery);Charitable gaming (raffle;bingo;network bingo;instant bingo);Horse/parimutuel racing (live;OTB;HHR;advance deposit wagering);DFS/Fantasy Contests,Online form for 2-year or 5-year; in-person at Lottery HQ or casino location (call 804-692-7185) for lifetime,Two years; five years; lifetime,Lottery auto-removes at expiration of period; early removal not permitted; extension available before expiration,https://www.valottery.com/playingmatters/voluntaryexclusionprogram,no,no,verified,2026-05-23,https://www.valottery.com/playingmatters/voluntaryexclusionprogram;https://law.lis.virginia.gov/admincodefull/title11/agency5/chapter60/,Single statewide VEP administered by VA Lottery covers all verticals: casino gaming; sports betting; account-based lottery; charitable gaming (OCRP-regulated); horse racing and HHR (VRC-regulated); and DFS/fantasy contests (OCRP-regulated). Within 7 days of enrollment Lottery distributes info to all casinos; sports betting permit holders; OCRP; and VRC. Lifetime exclusion requires in-person appointment. Forfeiture of winnings to Problem Gambling Treatment and Support Fund. Regulated under 11VAC5-60.
Virginia,NVSEP / idPair (DFS vertical - national 50-state program),national-NVSEP,idPair / Coalition for Fantasy Sports (PrizePicks; Underdog; Dabble; Splash Sports),DFS/Fantasy Contests,Online via nvsep.org or participating DFS operator platform,Not specified (idPair DFS program); varies,Not specified,https://www.nvsep.org/,yes,yes,verified,2026-05-23,https://sbcamericas.com/2026/03/10/dfs-operators-self-exclusion-program/;https://coalitionforfantasysports.com/idpair;https://www.nvsep.org/,March 2026: idPair and DFS operators (PrizePicks; Underdog; Dabble; Splash Sports) launched 50-state NVSEP DFS self-exclusion covering all U.S. jurisdictions including Virginia. Separate from state VEP; covers DFS vertical across all participating operators via single portal. Virginia DFS also covered by state VEP administered by OCRP.
Washington,Washington State Gambling Commission Statewide Self-Exclusion Program (WSGC SEP),state-run,Washington State Gambling Commission (WSGC),Commercial card rooms (house-banked),Online or in-person enrollment form (GC4-034); mail with notarization or in-person at WSGC,Not publicly specified in search results; form-based selection,Cannot exit early; must submit notarized removal form after period expires; 45-day advance notice sent before expiration,https://wsgc.wa.gov/responsible-gaming-self-exclusion/self-exclusion-voluntarily-exclude-yourself-gambling-activities,no,no,verified,2026-05-23,https://wsgc.wa.gov/responsible-gaming-self-exclusion/self-exclusion-voluntarily-exclude-yourself-gambling-activities;https://wsgc.wa.gov/news/2022/wsgc-statewide-self-exclusion-program-launch,Launched May 2022 following HB 1302 (2019). Covers all privately-owned house-banked card rooms statewide via single form. Tribal casinos NOT currently participating in WSGC statewide program — tribal self-exclusion is property/tribe-level. No statewide sports betting program (all WA sports betting is tribal on-premises only). No charitable gaming self-exclusion program through WSGC identified.
Washington,Washington's Lottery Voluntary Self-Exclusion Program,state-run,Washington's Lottery,Lottery (retail and online/account-based),Print and mail (notarized) or in-person at a Lottery office (no notarization required in person),One year; three years; five years,Cannot exit early; submit notarized removal form after period expires; 45-day advance notice before expiration,https://walottery.com/Responsibility/SelfExclusion.aspx,no,no,verified,2026-05-23,https://walottery.com/Responsibility/SelfExclusion.aspx,Covers lottery play (retail and account-based). Enrolled persons prohibited from collecting prizes over $600 or any second-chance drawing prize. Prize forfeitures go to state problem gambling account. Separate from WSGC card room program. No WA Lottery NVSEP participation found.
